timestamp,label,confidence,vad
18:12:46,noisy,0.09,False
18:12:47,noisy,0.34,False
18:12:48,noisy,0.47,False
18:12:49,noisy,0.42,False
18:12:50,noisy,0.43,False
18:12:51,noisy,0.48,False
18:12:52,noisy,0.3,False
18:12:53,noisy,0.34,False
18:12:54,noisy,0.29,False
18:12:55,noisy,0.54,False
18:12:56,noisy,0.34,False
18:12:57,noisy,0.32,False
18:12:58,noisy,0.24,False
18:12:59,noisy,0.41,False
18:13:00,noisy,0.59,False
18:13:01,noisy,0.37,False
18:13:02,noisy,0.37,False
18:13:03,noisy,0.43,False
18:13:04,noisy,0.35,False
18:13:05,noisy,0.33,False
18:13:06,noisy,0.43,False
18:13:07,noisy,0.33,False
18:13:08,noisy,0.52,False
18:13:09,noisy,0.44,False
18:13:10,noisy,0.38,False
18:13:11,noisy,0.39,False
18:13:12,noisy,0.33,False
18:13:13,noisy,0.1,False
18:13:14,noisy,0.47,False
18:13:15,noisy,0.46,False
18:13:16,noisy,0.33,False
18:13:17,noisy,0.42,False
18:13:18,noisy,0.61,False
18:13:19,noisy,0.37,False
18:13:20,noisy,0.37,False
18:13:21,noisy,0.43,False
18:13:22,noisy,0.38,False
18:13:23,noisy,0.49,False
18:13:24,noisy,0.22,False
18:13:25,noisy,0.37,False
18:13:26,noisy,0.18,False
18:13:27,noisy,0.33,False
18:13:28,noisy,0.4,False
18:13:29,noisy,0.32,False
18:13:30,noisy,0.37,False
18:13:31,noisy,0.37,False
18:13:32,noisy,0.12,False
18:13:33,noisy,0.36,False
18:13:34,noisy,0.38,False
18:13:35,noisy,0.23,False
18:13:36,noisy,0.43,False
18:13:37,noisy,0.41,False
18:13:38,noisy,0.37,False
18:13:39,noisy,0.17,False
18:13:40,noisy,0.43,False
18:13:41,noisy,0.21,False
18:13:42,noisy,0.12,False
18:13:43,noisy,0.44,False
18:13:44,noisy,0.36,False
18:13:45,noisy,0.34,False
18:13:46,noisy,0.25,False
18:13:47,noisy,0.2,False
18:13:48,noisy,0.18,False
18:13:49,noisy,0.11,False
18:13:50,noisy,0.34,False
18:13:51,noisy,0.19,True
18:13:52,noisy,0.12,True
18:13:53,conversational,0.19,False
18:13:54,conversational,0.26,False
18:13:55,conversational,0.52,True
18:13:56,conversational,0.85,True
18:13:57,conversational,0.26,False
18:13:58,conversational,0.38,True
18:14:01,conversational,0.33,False
18:14:01,conversational,0.33,False
18:14:01,conversational,0.39,False
18:14:02,conversational,0.16,True
18:14:03,conversational,0.81,True
18:14:04,conversational,0.2,False
18:14:05,conversational,0.4,False
18:14:06,conversational,0.32,False
18:14:07,conversational,0.23,False
18:14:08,conversational,0.41,False
18:14:09,noisy,0.13,True
18:14:10,noisy,0.23,False
18:14:11,noisy,0.3,False
18:14:12,noisy,0.18,True
18:14:13,noisy,0.29,False
18:14:16,noisy,0.5,False
18:14:16,conversational,0.87,False
18:14:19,conversational,0.34,False
18:14:19,conversational,0.48,False
18:14:19,conversational,0.93,False
18:14:19,conversational,0.07,False
18:14:20,conversational,0.09,False
18:14:23,conversational,0.5,False
18:14:23,conversational,0.2,False
18:14:23,conversational,0.47,False
18:14:24,conversational,0.43,False
18:14:25,conversational,0.25,False
18:14:26,conversational,0.96,True
18:14:27,conversational,0.89,False
18:14:28,conversational,0.47,False
18:14:29,conversational,0.24,False
18:14:30,conversational,0.14,False
18:14:31,conversational,0.37,False
18:14:32,conversational,0.29,False
18:27:05,noisy,0.29,False
18:27:06,noisy,0.3,False
18:27:07,noisy,0.23,False
18:27:08,noisy,0.34,False
18:27:09,noisy,0.25,False
18:27:17,noisy,0.66,True
18:27:21,noisy,0.78,False
18:27:21,conversational,0.35,False
18:27:21,conversational,0.31,False
18:27:22,conversational,0.37,False
18:27:22,conversational,0.28,False
18:27:22,conversational,0.81,False
18:27:26,conversational,0.91,False
18:27:26,conversational,0.38,False
18:27:27,conversational,0.81,False
18:27:27,conversational,0.72,False
18:27:27,conversational,0.27,False
18:27:27,conversational,0.77,False
18:27:28,conversational,0.47,False
18:27:28,conversational,0.91,False
18:27:28,conversational,0.98,False
18:27:29,conversational,0.27,False
18:27:29,conversational,0.22,False
18:27:29,conversational,0.28,False
18:27:29,conversational,0.25,False
18:27:30,conversational,0.38,False
18:27:31,conversational,0.26,True
18:27:32,conversational,0.81,False
18:27:33,conversational,0.19,False
18:27:34,conversational,0.13,False
18:27:35,conversational,0.82,False
18:27:36,conversational,0.22,False
18:27:37,conversational,0.4,False
18:27:38,conversational,0.39,False
18:27:39,conversational,0.18,False
18:27:40,music,0.32,False
18:27:41,music,0.61,True
18:27:44,music,0.33,False
18:27:44,music,0.95,False
18:27:44,conversational,0.8,False
18:27:47,conversational,0.69,True
18:27:47,conversational,0.63,True
18:27:47,conversational,0.9,True
18:27:48,conversational,0.31,False
18:27:49,conversational,0.98,True
18:27:50,conversational,0.23,False
18:27:51,conversational,0.41,False
18:27:52,conversational,0.2,False
18:27:53,conversational,0.49,False
18:27:54,conversational,0.87,False
18:27:55,conversational,0.55,False
18:27:56,conversational,0.22,False
18:27:57,conversational,0.14,False
18:27:58,conversational,0.34,False
18:27:59,conversational,0.25,False
18:28:00,conversational,0.4,False
18:28:01,conversational,0.99,False
18:28:02,music,0.94,False
18:28:04,music,0.54,False
18:28:04,music,0.84,False
18:28:05,music,0.33,False
18:28:06,conversational,0.39,False
18:28:07,conversational,0.62,False
18:28:10,conversational,0.84,False
18:28:10,music,0.99,False
18:28:12,music,0.14,False
18:28:15,music,0.54,False
18:28:15,conversational,0.88,False
18:28:18,conversational,0.88,False
10:59:43,traffic,0.78,False
10:59:46,traffic,0.28,True
10:59:46,traffic,0.74,False
10:59:46,conversational,0.91,False
11:01:08,conversational,0.55,False
11:01:11,conversational,0.47,False
11:01:11,conversational,0.54,False
11:01:11,conversational,0.45,False
11:01:12,conversational,0.14,False
11:01:15,conversational,0.5,False
11:01:15,conversational,0.91,False
11:01:15,conversational,0.16,False
11:01:16,conversational,0.42,False
11:01:17,conversational,0.29,False
11:01:18,conversational,0.37,False
11:01:19,conversational,0.19,False
11:01:20,quiet,0.26,False
11:01:21,quiet,0.21,False
11:01:22,quiet,0.27,False
11:01:23,quiet,0.3,False
11:01:24,quiet,0.81,False
11:01:26,conversational,0.5,False
11:01:29,conversational,0.21,False
11:01:29,conversational,0.6,False
11:01:29,conversational,0.93,True
11:01:29,conversational,0.68,False
11:01:30,conversational,0.08,False
11:01:31,conversational,0.16,False
11:01:32,conversational,0.07,False
11:44:41,traffic,0.47,False
11:44:42,traffic,0.2,False
11:44:43,traffic,0.07,False
11:44:44,noisy,0.14,False
11:44:45,noisy,0.21,False
11:44:48,noisy,0.23,False
11:44:48,noisy,0.97,False
11:44:51,noisy,0.36,False
11:44:51,noisy,0.75,False
11:44:51,conversational,0.89,False
11:44:54,conversational,0.83,False
11:44:54,conversational,0.65,False
11:44:54,conversational,0.75,False
11:44:54,conversational,0.26,False
11:44:55,conversational,0.19,False
11:44:58,conversational,0.44,False
11:44:58,conversational,1.0,False
11:44:58,conversational,0.5,False
11:44:59,conversational,0.31,False
11:45:00,conversational,0.2,False
11:45:01,conversational,0.22,False
